X1,X2,X3,X4,X5,X6,X7,X8,Y
42.936659182355,46.53086442755589,66.89381782885037,87.95338438112765,91.58552915530142,118.2681455190772,467.28219904073853,4.978797753314257,0.0
46.77757244626015,52.13002582949313,74.74804965981302,83.41351097571523,88.15488051764216,113.38293129345234,411.4427237525278,4.714472629866888,0.0
47.03350116781042,49.197148306839765,70.28125189276705,77.26964583407229,79.81636753804136,103.4377744475579,449.0471099946295,4.978875421084634,0.0
47.44651964138445,52.58770420580866,76.04190258428183,75.07766451152274,91.77956809235931,130.13968867464482,313.72714603894644,3.9499925563310594,1.0
44.99326591593939,52.34597925944094,77.3840947734695,67.90349441138139,87.81644817233018,125.38839187312348,270.69533190055347,4.3204533066909105,1.0
44.25071186197438,54.657401996834075,80.5750334853778,61.78525895904605,80.6026058295311,114.72892267052993,277.4026086142876,4.393882043554059,1.0
32.524182377013325,40.28951067770138,53.33720325050495,91.97903791737409,117.5246877947557,158.28731748726656,249.76003930126876,3.2282137762284004,2.0
48.767413699525754,59.580152092995014,73.65529965405794,76.74066011850103,97.47310360094451,123.69114439853077,430.86679144706955,4.232611467756853,2.0
45.06515950515967,53.848734462004494,61.47249328347075,102.30692987480799,126.6292045334724,153.9077332353,313.35449241740037,3.232711401792886,2.0
26.84872360133413,37.952779279244524,65.14871503411642,93.5227249279177,111.88970166074809,155.6532204903566,107.62387560329155,3.0775555832357084,3.0
40.2262408146521,48.64697737944816,76.05538677021116,91.78866655619079,104.8168302323369,141.21294531751073,241.91747093757755,3.403032460366282,3.0
28.764923955333586,42.015507272883646,73.52079738134978,91.11149678354626,111.36566277068044,154.50798405363776,115.44954506207326,2.4779532872348913,3.0
34.713944316956706,43.57223668427093,71.08268321050478,91.33206583512802,105.4568854316224,143.6492581957406,277.9983127930154,4.47687506433471,4.0
33.493044005546196,44.395719083611546,72.59099052020284,86.34511708966438,102.7792358907998,144.8942905743864,216.11605967529616,3.3727992645061526,4.0
40.78826835626854,49.529479250697435,75.86661835745619,90.44928402509778,105.45677999822766,142.97369111516934,524.7382583548955,5.765948120284404,4.0
